run_id,run_number,started_at,profile_id,profile_name,host_os,host_arch,implementation,language,variant,case_id,warmup,repeat_index,iterations,parallel_chains,loop_trip_count,remainder,timer_kind,elapsed_ns,ns_per_iteration,ns_per_add,legacy_cycles,legacy_cycles_per_iteration,legacy_cycles_per_add,result_checksum,requested_priority_mode,requested_affinity_mode,applied_priority_mode,applied_affinity_mode,scheduler_notes,pid,tid,runtime_name,runtime_source,status,log_file,raw_file,error_message,platform_extras_json
run03_01_32_16_04_26,3,2026-04-16T01:32:21,balanced,Balanced,macos,arm64,c,c,default,single_chain,true,1,80000,1,80000,0,clock_gettime_ns,348000,4.35,2.175,,,,9186729751396195397,high,single_core,advisory_macos,advisory_macos,macos: affinity is advisory (apple silicon does not honor pinning); QoS set to user_interactive,9020,8235830272,c,repo_binary,success,runs/run03_01_32_16_04_26/raw/c__single_chain__warmup_1.log,runs/run03_01_32_16_04_26/raw/c__single_chain__warmup_1.log,,"{""counter_frequency"": 0}"
run03_01_32_16_04_26,3,2026-04-16T01:32:21,balanced,Balanced,macos,arm64,c,c,default,single_chain,true,2,80000,1,80000,0,clock_gettime_ns,359000,4.4875,2.24375,,,,9186729751396195397,high,single_core,advisory_macos,advisory_macos,macos: affinity is advisory (apple silicon does not honor pinning); QoS set to user_interactive,9021,8235830272,c,repo_binary,success,runs/run03_01_32_16_04_26/raw/c__single_chain__warmup_2.log,runs/run03_01_32_16_04_26/raw/c__single_chain__warmup_2.log,,"{""counter_frequency"": 0}"
run03_01_32_16_04_26,3,2026-04-16T01:32:21,balanced,Balanced,macos,arm64,c,c,default,single_chain,false,1,80000,1,80000,0,clock_gettime_ns,355000,4.4375,2.21875,,,,9186729751396195397,high,single_core,advisory_macos,advisory_macos,macos: affinity is advisory (apple silicon does not honor pinning); QoS set to user_interactive,9022,8235830272,c,repo_binary,success,runs/run03_01_32_16_04_26/raw/c__single_chain__repeat_1.log,runs/run03_01_32_16_04_26/raw/c__single_chain__repeat_1.log,,"{""counter_frequency"": 0}"
run03_01_32_16_04_26,3,2026-04-16T01:32:21,balanced,Balanced,macos,arm64,c,c,default,single_chain,false,2,80000,1,80000,0,clock_gettime_ns,359000,4.4875,2.24375,,,,9186729751396195397,high,single_core,advisory_macos,advisory_macos,macos: affinity is advisory (apple silicon does not honor pinning); QoS set to user_interactive,9023,8235830272,c,repo_binary,success,runs/run03_01_32_16_04_26/raw/c__single_chain__repeat_2.log,runs/run03_01_32_16_04_26/raw/c__single_chain__repeat_2.log,,"{""counter_frequency"": 0}"
run03_01_32_16_04_26,3,2026-04-16T01:32:21,balanced,Balanced,macos,arm64,c,c,default,single_chain,false,3,80000,1,80000,0,clock_gettime_ns,360000,4.5,2.25,,,,9186729751396195397,high,single_core,advisory_macos,advisory_macos,macos: affinity is advisory (apple silicon does not honor pinning); QoS set to user_interactive,9024,8235830272,c,repo_binary,success,runs/run03_01_32_16_04_26/raw/c__single_chain__repeat_3.log,runs/run03_01_32_16_04_26/raw/c__single_chain__repeat_3.log,,"{""counter_frequency"": 0}"
run03_01_32_16_04_26,3,2026-04-16T01:32:21,balanced,Balanced,macos,arm64,c,c,default,four_chains,true,1,240000,4,60000,0,clock_gettime_ns,86000,0.358333,0.179167,,,,3649847962422346036,high,single_core,advisory_macos,advisory_macos,macos: affinity is advisory (apple silicon does not honor pinning); QoS set to user_interactive,9026,8235830272,c,repo_binary,success,runs/run03_01_32_16_04_26/raw/c__four_chains__warmup_1.log,runs/run03_01_32_16_04_26/raw/c__four_chains__warmup_1.log,,"{""counter_frequency"": 0}"
run03_01_32_16_04_26,3,2026-04-16T01:32:21,balanced,Balanced,macos,arm64,c,c,default,four_chains,true,2,240000,4,60000,0,clock_gettime_ns,86000,0.358333,0.179167,,,,3649847962422346036,high,single_core,advisory_macos,advisory_macos,macos: affinity is advisory (apple silicon does not honor pinning); QoS set to user_interactive,9030,8235830272,c,repo_binary,success,runs/run03_01_32_16_04_26/raw/c__four_chains__warmup_2.log,runs/run03_01_32_16_04_26/raw/c__four_chains__warmup_2.log,,"{""counter_frequency"": 0}"
run03_01_32_16_04_26,3,2026-04-16T01:32:21,balanced,Balanced,macos,arm64,c,c,default,four_chains,false,1,240000,4,60000,0,clock_gettime_ns,87000,0.3625,0.18125,,,,3649847962422346036,high,single_core,advisory_macos,advisory_macos,macos: affinity is advisory (apple silicon does not honor pinning); QoS set to user_interactive,9032,8235830272,c,repo_binary,success,runs/run03_01_32_16_04_26/raw/c__four_chains__repeat_1.log,runs/run03_01_32_16_04_26/raw/c__four_chains__repeat_1.log,,"{""counter_frequency"": 0}"
run03_01_32_16_04_26,3,2026-04-16T01:32:21,balanced,Balanced,macos,arm64,c,c,default,four_chains,false,2,240000,4,60000,0,clock_gettime_ns,87000,0.3625,0.18125,,,,3649847962422346036,high,single_core,advisory_macos,advisory_macos,macos: affinity is advisory (apple silicon does not honor pinning); QoS set to user_interactive,9033,8235830272,c,repo_binary,success,runs/run03_01_32_16_04_26/raw/c__four_chains__repeat_2.log,runs/run03_01_32_16_04_26/raw/c__four_chains__repeat_2.log,,"{""counter_frequency"": 0}"
run03_01_32_16_04_26,3,2026-04-16T01:32:21,balanced,Balanced,macos,arm64,c,c,default,four_chains,false,3,240000,4,60000,0,clock_gettime_ns,86000,0.358333,0.179167,,,,3649847962422346036,high,single_core,advisory_macos,advisory_macos,macos: affinity is advisory (apple silicon does not honor pinning); QoS set to user_interactive,9034,8235830272,c,repo_binary,success,runs/run03_01_32_16_04_26/raw/c__four_chains__repeat_3.log,runs/run03_01_32_16_04_26/raw/c__four_chains__repeat_3.log,,"{""counter_frequency"": 0}"
